DocText,DocDate,clean_content,emotions
"A solar-powered air conditioner is the ultimate middle finger to mother nature, using the sun's own evil and turning it into something useful, magical 👏🏻👏🏻👏🏻👏🏻 #ClimateAction #ClimateCrisis #climatechange #GlobalWarming #summersucks #weirdthoughts",2021-07-24 23:46:33,solar powered conditioner ultimate middle finger mother nature using evil turning into something useful magical ClimateAction ClimateCrisis climatechange GlobalWarming summersucks weirdthoughts,neutral
In from wonderful hot day thanks to man made climate change. Met with friends at a fantastic signature.  We enjoyed outside dinning anayway.  Life is good.  @cspanwj,2021-07-24 23:16:17,from wonderful thanks made climate change with friends fantastic signature enjoyed outside dinning anayway Life good cspanwj,love
"Between catastrophic climate change and suicidal anti-science propaganda mills I think we are well and truly doomed as a species.  It's been a good ... no, make that *adequate* run.",2021-07-16 23:42:58,Between catastrophic climate change suicidal anti science propaganda mills think well truly doomed species been good make that adequate,neutral
"urgent challenges like climate change? Third, how do we keep America safe and lead the world without becoming its policeman?",2021-07-16 23:41:54,urgent challenges like climate change Third keep America safe lead world without becoming policeman,worry
"arguments that are a waste of time, and begin tackling bigger issues, together, like climate change, like immigration, like student loan debt",2021-07-13 23:48:06,arguments that waste time begin tackling bigger issues together like climate change like immigration like student loan debt,hate
How about this accountability. Most republican states are on land. How did so much american plastic get in the ocean. Party of climate change?,2021-07-08 23:53:45,about this accountability Most republican states land much american plastic ocean Party climate change,surprise
It’s incredible how arrogant climate change deniers are,2021-06-24 23:23:45,incredible arrogant climate change deniers,neutral
I keep feeling so anxious and depressed thinking about climate change. It’s been really getting me down.,2021-06-24 23:21:00,keep feeling anxious depressed thinking about climate change been really getting down,sadness
"Climate change is the greatest, most existential crisis we face. We must remember that as we negotiate this infrastructure package.",2021-06-23 23:46:01,Climate change greatest most existential crisis face must remember that negotiate this infrastructure package,hate
it's cool that we probably hit the climate change tipping point already and companies and the government are acting like doing something by 2050 is good and extremely progressive,2021-06-18 23:59:49,cool that probably climate change tipping point already companies government acting like doing something 2050 good extremely progressive,happiness
Democratic priorities are very popular &amp; are opposed by Republicans -$15 Min Wage -Rebuild Infrastructure -Stop Climate Change -Safe drinking water -Voting Rights -Affordable healthcare -Tax rich people -COVID relief When will Democrats start selling these with simple messaging,2021-06-14 23:10:22,Democratic priorities very popular opposed Republicans Wage Rebuild Infrastructure Stop Climate Change Safe drinking water Voting Rights Affordable healthcare rich people COVID relief When will Democrats start selling these with simple messaging,neutral
".@LEVIS Thank you for committing to 100�renewable energy! Climate change is here, and we need more bold corporate action like this. Keep it up!",2021-06-14 22:11:58,LEVIS Thank committing renewable energy Climate change here need more bold corporate action like this Keep,love
"#AB1395, which I am proudly coauthoring, passed the Assembly today!  Thank you @AsmMuratsuchi for leading this bill to protect our environment, fight climate change, &amp; leave behind a healthier planet for future generations.  Let's achieve carbon neutrality by 2045! 🌎🌱",2021-06-03 22:45:34,AB1395 which proudly coauthoring passed Assembly today Thank AsmMuratsuchi leading this bill protect environment fight climate change leave behind healthier planet future generations achieve carbon neutrality 2045,worry
"Thoroughly recommend The Invention of Nature by @andrea_wulf Incredible insight into an extraordinary 19th C man - well ahead of his time on #climatechange, environment and nature.",2021-05-14 22:43:25,Thoroughly recommend Invention Nature andrea_wulf Incredible insight into extraordinary 19th well ahead time climatechange environment nature,neutral
"Really loving this pseudo-fall climate change is giving us. Keep it coming, slowly dying earth. I mean, sorry you're dying, but this particular series of days is nice.",2021-05-10 23:26:04,Really loving this pseudo fall climate change giving Keep coming slowly dying earth mean sorry dying this particular series days nice,worry
"*watching Climate Change Debate live*  Ms.Marshall Island: ""oooh its getting hot in here"" me: ""IT REALLY IS HOT in here"" from inside my room  job well done to both team👏👏👏",2021-05-06 23:21:35,watching Climate Change Debate live Marshall Island oooh getting here REALLY here from inside room well done both team,happiness
"Finally got around to watching @BillNyeSaves on Netflix! Really powerful! @BillNye as a climate change practitioner, it was amazing to see you advocate the need for climate action!",2021-04-29 22:17:00,Finally around watching BillNyeSaves Netflix Really powerful BillNye climate change practitioner amazing advocate need climate action,happiness
"she writes songs raising awareness about climate change, grooming, drug safety, and people still ask me why i love billie eilish?",2021-04-29 22:03:57,writes songs raising awareness about climate change grooming drug safety people still love billie eilish,love
Let's all call on our World Leaders to take. a Proactive approach on justice on Climate Change Anne a great Recovery for everyone on God's given Earth. Thank-you. God Bless. Shalom. Mary Donker,2021-04-27 23:00:14,call World Leaders take Proactive approach justice Climate Change Anne great Recovery everyone given Earth Thank Bless Shalom Mary Donker,love
Here are a few reasons why you should #EatLessMeat:  🌎 It helps fight climate change 🐔 It helps farmed animals 💧 It helps save water,2021-04-25 23:49:00,Here reasons should EatLessMeat helps fight climate change helps farmed animals helps save water,neutral
Well Kamala Biden is done working on the border. She decided it was because of climate change. Congratulations on a job well done.,2021-04-15 23:51:33,Well Kamala Biden done working border decided because climate change Congratulations well done,relief
Some very good commentary recently around using #evs as a power store.  #batteries. Imagine storage potential of bus fleets hooked into the grid! #electrification #renewables #climatechange #springst #auspol #solarsponge,2021-04-12 23:25:32,Some very good commentary recently around using power store batteries Imagine storage potential fleets hooked into grid electrification renewables climatechange springst auspol solarsponge,worry
"""A carbon tax is the only solution to climate change"" - I love how Rick &amp; Morty just drops absolutely razor-sharp one-liner gems in the most casual ways.",2021-04-06 23:59:00,carbon only solution climate change love Rick Morty just drops absolutely razor sharp liner gems most casual ways,love
Hi everyone! Could you recommend me a good journal (English or Spanish) that has no fees and it’s open acces on agriculture and/or climate change? Thank you @PhDForum @raulpacheco @PhD2Published,2021-04-06 23:40:51,everyone Could recommend good journal English Spanish that fees open acces agriculture climate change Thank PhDForum raulpacheco PhD2Published,happiness
"If you love the vaccine passports, you’re really going to love carbon credits and social credits.  Are the Climate Change marxists enjoying their travel-free life? Wait until they see the horror of carbon neutrality.",2021-04-06 23:14:25,love vaccine passports really going love carbon credits social credits Climate Change marxists enjoying their travel free life Wait until they horror carbon neutrality,worry
What's the best science fiction book you've read about climate change on Earth across the next century?,2021-04-04 22:00:44,What best science fiction book read about climate change Earth across next century,surprise
"We're dealing with so much bullshit in the United States with racism division covid insurrections Mass shootouts cops murdering citizens. immigration infrastructure N climate change N on, our president truly has a lot in his plate we must always support him Go BIDEN🥇👍💙💦💧🌊",2021-04-04 21:49:17,dealing with much bullshit United States with racism division covid insurrections Mass shootouts cops murdering citizens immigration infrastructure climate change president truly plate must always support BIDEN,surprise
"Totally on a hyperfocus sesh re: regenerative agriculture, soil health and climate change, sustainable/permaculture. Thank you #ADHD this is a good tract.",2021-03-16 23:28:21,Totally hyperfocus sesh regenerative agriculture soil health climate change sustainable permaculture Thank ADHD this good tract,happiness
"Australia really is a massive exporter of far-right misery to the world. Mosque shooters, anti-immigration infrastructure, greenhouse gases, and high-level officials gumming up the works of international climate-change action",2021-03-16 23:16:06,Australia really massive exporter right misery world Mosque shooters anti immigration infrastructure greenhouse gases high level officials gumming works international climate change action,sadness
Always love @amelia_draper on @nbcwashington providing information on #ClimateChange and #ClimateAction in nightly newscasts — thanks for always helping spread the word! @MichaelEMann,2021-03-16 22:42:09,Always love amelia_draper nbcwashington providing information ClimateChange ClimateAction nightly newscasts thanks always helping spread word MichaelEMann,love
"Thank you @NYSenDems for including the $3 billion environmental bond act in the one-house budget! This bond can jumpstart NY’s economic recovery with 65,000 jobs protecting #cleanwater, tackling #climatechange and building parks #NYBondAct @CleanWater_Jobs",2021-03-16 22:20:31,Thank NYSenDems including billion environmental bond house budget This bond jumpstart economic recovery with jobs protecting cleanwater tackling climatechange building parks NYBondAct CleanWater_Jobs,love
"Thank you so much @Kevin_Fong @astro_timpeake, Helen Sharman, Dr Maggie Aderin-Pocock, @SDiPippo_OOSA &amp; @deespeak for such a thought provoking talk on Climate Change:The View from Space @sciencemuseum tonight, and for taking time to answer our P5 class’s question @Mearns_Primary",2021-03-16 20:55:31,Thank much Kevin_Fong astro_timpeake Helen Sharman Maggie Aderin Pocock SDiPippo_OOSA deespeak such thought provoking talk Climate Change View from Space sciencemuseum tonight taking time answer class question Mearns_Primary,worry
Always love seeing representatives of actual petroleum corporations in Washington state deliver Very Neutral Testimony to the Senate Ways &amp; Means Committee on bills related to climate change.,2021-03-15 23:46:38,Always love seeing representatives actual petroleum corporations Washington state deliver Very Neutral Testimony Senate Ways Means Committee bills related climate change,sadness
Amazing that you can tell with great accuracy someone's political stance by whether they wear a mask or believe in climate change. Disinformation matters.,2021-03-14 23:31:41,Amazing that tell with great accuracy someone political stance whether they wear mask believe climate change Disinformation matters,love
